,words,ner,task
413,"['Заболел', 'остро', 'после', 'переохлаждения', '.']","['O', 'O', 'O', 'O', 'O']",292
414,"['Вредные', 'привычки', ':', 'курит', 'более', '15', 'лет', 'по', '20', 'сигарет', 'в', 'день', ';', 'сопутствующих', 'заболеваний', 'нет', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
415,"['В', 'последние', 'несколько', 'лет', 'из', 'Москвы', 'не', 'выезжал', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
416,"['Объективные', 'данные', ':', 'кожные', 'покровы', 'бледноватые', ',', 'влажные', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'O']",292
417,"['Обращает', 'внимание', 'повышенная', 'потливость', 'больного', '.']","['O', 'O', 'PAT-START', 'PAT', 'O', 'O']",292
418,"['Нѐбные', 'миндалины', 'покрыты', 'беловатым', 'налѐтом', ',', 'гиперемированы', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O']",292
419,"['В', 'лѐгких', 'дыхание', 'ослабленное', 'справа', ',', 'множественные', 'влажные', 'мелкопузырчатые', 'хрипы', 'выслушиваются', 'у', 'угла', 'правой', 'лопатки', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",292
420,"['ЧД', 'в', 'покое', 'до', '26', 'в', 'мин', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",292
421,"['Тоны', 'сердца', 'приглушены', ',', 'ритмичные', ',', 'единичные', 'экстрасистолы', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'O', 'PAT-START', 'PAT', 'O']",292
422,"['ЧСС', '–', '100', 'уд', '/', 'мин', ',', 'АД', '–', '110', '/', '70', 'мм', 'рт', '.', 'ст', '.', 'Живот', 'мягкий', 'безболезненный', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",292
423,"['По', 'другим', 'органам', 'и', 'системам', 'без', 'видимых', 'патологических', 'отклонений', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",292
424,"['Лабораторные', 'и', 'инструментальные', 'методы', 'обследования', ':', 'Клинический', 'анализ', 'крови', ':', 'гемоглобин', '–', '135', 'г', '/', 'л', ',', 'эритроциты', '4,7', '×', '1012', '/', 'л', ',', 'лейкоциты', '11', '×', '10', '9', '/', 'л', ',', 'палочкоядерные', '–', '28%', ',', 'сегментоядерные', '–', '57%', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",292
425,"['СОЭ', '–', '35', 'мм', '/', 'час', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",292
426,"['Общий', 'анализ', 'мочи', ':', 'относительная', 'плотность', '–', '1018', ',', 'белок', '–', '0,99', 'г', '/', 'л', ',', 'гиалиновые', 'цилиндры', '.']","['O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O']",292
427,"['Биохимический', 'анализ', 'крови', ':', 'АЛТ', '–', '58', 'ед', '/', 'л', ';']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",292
428,"['АСТ', '–', '100', 'ед', '/', 'л', ';', 'креатинин', '–', '115', 'мкмоль', '/', 'л', ';', 'фибриноген', '–', '8', 'г', '/', 'л', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",292
429,"['ЭКГ', ':', 'Ритм', 'синусовый', ',', 'правильный', ',', 'ЧСС', '–', '100', 'уд', '/', 'мин', ',', 'единичные', 'наджелудочковые', 'экстрасистолы', '.']","['O', 'O', 'PHY-START', 'PHY', 'O', 'PHY-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",292
430,"['Очаговых', 'изменений', 'миокарда', ',', 'гипертрофии', 'миокарда', 'нет', '.']","['PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",292
431,"['Рентгенография', 'органов', 'грудной', 'клетки', ':', 'очаговая', 'инфильтрация', 'в', 'базальных', 'отделах', 'правого', 'лѐгкого', ',', 'деформация', 'корня', 'правого', 'лѐгкого', '.']","['O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O']",292
432,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '357', 'Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
433,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",292
434,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",292
435,"['3', '.', 'Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
436,"['4', '.', 'Какие', 'группы', 'антибиотиков', 'рекомендованы', 'пациенту', 'для', 'стартовой', 'антибактериальной', 'терапии', ';', 'проведите', 'стратификацию', 'тяжести', 'заболевания', 'и', 'факторов', 'риска', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
437,"['5', '.', 'Через', '3', 'дня', 'терапии', '(', 'Амоксициллином', '500', 'мг', '3', 'раза', 'или', 'Азитромицином', '500', 'мг', '1', 'раз', 'в', 'сутки', ')', '–', 'температура', 'тела', 'нормализовалась', '–', '36,8', '°', 'С', ',', 'уменьшилась', 'интоксикация', '(', 'снижение', 'слабости', ',', 'потливости', ',', 'улучшение', 'аппетита', ')', ',', 'уменьшилась', 'одышка', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",292
438,"['Какова', 'Ваша', 'дальнейшая', 'лечебная', 'тактика', '?']","['O', 'O', 'O', 'O', 'O', 'O']",292
439,"['Обоснуйте', 'Ваш', 'выбор', '.']","['O', 'O', 'O', 'O']",292
475,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '360', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '294', '[', 'K000461', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', 'М', '.', '50', 'лет', 'обратилась', 'к', 'врачу-терапевту', 'участковому', 'с', 'жалобами', 'на', 'тошноту', ',', 'острые', 'ночные', 'и', 'голодные', 'боли', 'в', 'эпигастрии', ',', 'уменьшающиеся', 'после', 'приѐма', 'пищи', ',', 'тошноту', ',', 'рвоту', '«', 'кофейной', 'гущей', '»', ',', 'однократно', 'чѐрный', '«', 'дегтеобразный', '»', 'стул', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",294
476,"['Лечится', 'по', 'поводу', 'ревматоидного', 'артрита', ',', 'длительно', '(', 'более', '3', 'месяцев', ')', 'принимала', 'Индометацин', 'по', '1', 'таблетке', '3', 'раза', 'в', 'день', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",294
477,"['Ранее', 'данных', 'жалоб', 'не', 'отмечала', ',', 'к', 'врачу', 'не', 'обращалась', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",294
478,"['Объективно', ':', 'состояние', 'средней', 'тяжести', '.']","['O', 'O', 'O', 'O', 'O', 'O']",294
479,"['Кожные', 'покровы', 'бледные', '.']","['PAT-START', 'PAT', 'PAT', 'O']",294
480,"['Пониженного', 'питания', '.']","['PAT-START', 'PAT', 'O']",294
481,"['Язык', 'обложен', 'белым', 'налѐтом', ',', 'влажный', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'O']",294
482,"['В', 'лѐгких', 'дыхание', 'везикулярное', ',', 'ЧД', '–', '16', 'в', 'мин', '.']","['O', 'O', 'PHY-START', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",294
483,"['Тоны', 'сердца', 'ясные', ',', 'ритмичные', ',', 'ЧСС', '–', '88', 'уд', 'в', 'мин', ',', 'АД', '–', '110', '/', '70', 'мм', 'рт', '.', 'ст', '.', 'Живот', 'напряжѐнный', ',', 'резко', 'болезненный', 'локально', 'в', 'зоне', 'Шофара', '.']","['PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",294
484,"['Симптомы', 'раздражения', 'брюшины', 'отрицательные', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'O']",294
485,"['Стул', 'чѐрный', '«', 'дегтеобразный', '»', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",294
486,"['Мочеиспускание', 'не', 'нарушено', '.']","['PHY-START', 'PHY', 'PHY', 'O']",294
487,"['Клинический', 'анализ', 'крови', ':', 'гемоглобин', '–', '100', 'г', '/', 'л', ';', 'эритроциты', '–', '3,0', '×', '1012', '/', 'л', ';', 'лейкоциты', '8,4', '×', '10', '9', '/', 'л', ';', 'палочкоядерные', '–', '4%', ';', 'сегментоядерные', '–', '61%', ';', 'эозинофилы', '–', '1%', ';', 'лимфоциты', '–', '30%', ';', 'моноциты', '–', '4%', ';']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",294
488,"['СОЭ', '–', '20', 'мм', '/', 'час', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",294
489,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",294
490,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",294
491,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",294
492,"['3', '.', 'Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",294
493,"['4', '.', 'Какой', 'группы', 'противоязвенных', 'препаратов', 'Вы', 'бы', 'рекомендовали', 'пациенту', 'в', 'стартовой', 'терапии', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",294
494,"['Обоснуйте', 'свой', 'выбор', '.']","['O', 'O', 'O', 'O']",294
495,"['5', '.', 'Через', '2', 'недели', 'терапии', 'Эзомепразолом', 'выявлены', 'признаки', 'рубцевания', 'язвы', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",294
496,"['Какова', 'Ваша', 'дальнейшая', 'лечебная', 'тактика', '?']","['O', 'O', 'O', 'O', 'O', 'O']",294
497,"['Обоснуйте', 'Ваш', 'выбор', '.']","['O', 'O', 'O', 'O']",294
498,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '361', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '295', '[', 'K001993', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Вызов', 'врача-терапевта', 'участкового', 'на', 'дом', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
499,"['Больной', 'М', '66', 'лет', '.']","['O', 'O', 'O', 'O', 'O']",295
500,"['Диагноз', '«', 'ИБС', ',', 'стенокардия', 'напряжения', 'ФК', 'III', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
501,"['Постинфарктный', 'кардиосклероз', '(', 'инфаркт', 'миокарда', 'в', '2013', 'году', ')', ',', 'коронаросклероз', '(', 'коронарография', 'в', '2013', 'г', '.', ',', '2014', 'г', '.', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
502,"['Постоянная', 'форма', 'фибрилляции', 'предсердий', '.']","['O', 'O', 'O', 'O', 'O']",295
503,"['Гипертоническая', 'болезнь', 'III', 'ст', '.', 'Риск', 'ССО4', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
504,"['ХСН', 'II', 'Б', ',', 'ФК', 'III', '»', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
505,"['Жалобы', 'на', 'одышку', 'при', 'обычной', 'физической', 'нагрузке', 'и', 'в', 'покое', ',', 'кашель', ',', 'преимущественно', 'в', 'горизонтальном', 'положении', 'и', 'ночью', ',', 'отѐки', 'нижних', 'конечностей', '.']","['O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",295
506,"['При', 'осмотре', 'АД', '120', '/', '70', 'мм', 'рт.ст', '.', ',', 'PS', '–', '60', 'уд', '/', 'мин', ',', 'при', 'аускультации', 'лѐгких', 'отмечаются', 'влажные', 'хрипы', 'с', 'обеих', 'сторон', ',', 'отѐки', 'стоп', 'и', 'голеней', '.']","['O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O']",295
507,"['ЭКГ', ':', 'фибрилляция', 'предсердий', ',', 'ЧСС', '–', '65', 'уд', '/', 'мин', ',', 'отклонение', 'ЭОС', 'влево', ',', 'признаки', 'рубцовых', 'изменений', 'левого', 'желудочка', '(', 'инфаркт', 'миокарда', 'в', 'анамнезе', ')', '.']","['O', 'O', 'PAT-START', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",295
508,"['ЭХО-КГ', ':', 'Общая', 'сократимость', 'миокарда', 'левого', 'желудочка', 'снижена', '(', 'ФВ', '=', '30%', ')', '.']","['O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",295
509,"['Биохимия', 'крови', ':', 'АСАТ', '–', '45', 'ед', '/', 'л', ',', 'АЛАТ', '–', '39', 'ед', '/', 'л', ',', 'креатинин', '–', '98', 'мкмоль', '/', 'л', ',', 'ОХС', '–', '4,5', 'ммоль', '/', 'л', ',', 'ТГ', '–', '1,4', 'ммоль', '/', 'л', ',', 'ЛВП', '–', '1,0', 'ммоль', '/', 'л', ',', 'глюкоза', '–', '4,5', 'ммоль', '/', 'л', ',', 'К', '+', '–', '4,0', 'ммоль', '/', 'л', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",295
510,"['На', 'момент', 'осмотра', 'пациент', 'получает', ':', '-', 'Верошпирон', '25', 'мг', '1', 'раз', 'в', 'день', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
511,"['-', 'Бисопролол', '5', 'мг', '1', 'раз', 'в', 'сутки', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
512,"['-', 'Аторвастатин', '40', 'мг', 'вечером', ';']","['O', 'O', 'O', 'O', 'O', 'O']",295
513,"['-', 'Дигоксин', '0,125', 'мг', '1', 'раз', 'в', 'день', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
514,"['-', 'Варфарин', '5', 'мг', '1', 'раза', 'в', 'день', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
515,"['Больной', 'госпитализирован', '.']","['O', 'O', 'O']",295
516,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",295
517,"['Оцените', 'адекватность', 'выбранной', 'диуретической', 'терапии', 'тяжести', 'состояния', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
518,"['2', '.', 'Назовите', 'критерии', 'эффективности', 'диуретической', 'терапии', 'для', 'данного', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
519,"['3', '.', 'Укажите', 'комбинацию', 'лекарственных', 'препаратов', ',', 'сочетание', 'которых', 'усиливает', 'риск', 'брадикардии', 'и', 'АВ-блокады', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
520,"['Перечислите', 'методы', 'контроля', 'безопасности', 'фармакотерапии', '.']","['O', 'O', 'O', 'O', 'O', 'O']",295
521,"['4', '.', 'Укажите', 'лабораторный', 'показатель', 'и', 'его', 'целевое', 'значение', 'для', 'оценки', 'эффективности', 'и', 'безопасности', 'назначения', 'Варфарина', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
522,"['5', '.', 'Изменение', 'каких', 'лабораторных', 'показателей', 'и', 'во', 'сколько', 'раз', 'может', 'свидетельствовать', 'о', 'развитии', 'побочных', 'эффектов', 'на', 'фоне', 'приѐма', 'статинов', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",295
523,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '362', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '296', '[', 'K001994', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'Л', '.', '37', 'лет', 'находится', 'в', 'стационаре', ',', 'диагноз', '«', 'Внебольничная', 'пневмония', 'с', 'локализацией', 'в', 'нижней', 'доле', 'правого', 'легкого', ',', 'средне-тяжѐлое', 'течение', ',', 'ДН', 'I', '»', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
524,"['Заболел', 'остро', '4.03', ':', 'появился', 'озноб', ',', 'повышение', 'температуры', 'тела', 'до', '38,8', '°', 'С', '.', 'В', 'течение', 'последующих', '3', 'дней', 'появились', 'жалобы', 'на', 'сухой', 'кашель', ',', 'боли', 'и', 'тяжесть', 'в', 'правой', 'половине', 'грудной', 'клетки', ',', 'температура', 'в', 'пределах', '38', '–', '38,7', '°', 'С', '.', 'Самостоятельно', 'принимал', 'противовирусные', 'препараты', '(', 'Арбидол', ',', 'Ингавирин', ')', ',', 'жаропонижающие', 'средства', ',', 'врача-терапевта', 'участкового', 'на', 'дом', 'не', 'вызывал', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
525,"['В', 'связи', 'с', 'отсутствием', 'улучшения', 'состояния', ',', 'сохранением', 'кашля', ',', 'болей', 'в', 'грудной', 'клетке', 'и', 'повышения', 'температуры', 'тела', '7.03', ',', 'вызвал', 'скорую', 'помощь', 'и', 'был', 'госпитализирован', 'в', 'терапевтическое', 'отделение', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
526,"['Рентгенография', 'лѐгких', '(', '7.03', '.', ')']","['O', 'O', 'O', 'O', 'O', 'O']",296
527,"[':', 'признаки', 'пневмонии', 'нижней', 'доли', 'правого', 'лѐгкого', '.']","['O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",296
528,"['Общий', 'анализ', 'крови', '(', '7.03', ')', ':', 'Нb', '–', '145', 'г', '/', 'л', ',', 'лейкоциты', '–', '18', '×', '10', '9', '/', 'л', ',', 'эритроциты', '–', '4,5', '×', '1012', '/', 'л', ',', 'тромбоциты', '–', '240', '×', '10', '9', '/', 'л', ',', 'палочкоядерные', '–', '12%', ',', 'лимфациты', '–', '20%', ',', 'нейтрофилы', '–', '74%', ',', 'эозинофилы', '–', '1%', ',', 'моноциты', '–', '3%', ',', 'СОЭ', '–', '25', 'мм', '/', 'ч', '.', 'СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '363', 'Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
529,"['Оцените', 'рациональность', 'стартовой', 'эмпирической', 'антимикробной', 'терапии', 'с', 'учѐтом', 'спектра', 'действия', 'препарата', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
530,"['2', '.', 'Оцените', 'рациональность', 'проведѐнной', 'смены', 'антибактериального', 'препарата', 'с', 'учѐтом', 'спектра', 'действия', 'препарата', 'и', 'наиболее', 'частых', 'возбудителей', 'внебольничной', 'пневмонии', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",296
