,words,ner,task
819,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '380', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '313', '[', 'K003191', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больная', 'В', '.', '47', 'лет', 'предъявляет', 'жалобы', 'на', 'зуд', 'кожи', ',', 'нарушения', 'менструального', 'цикла', ',', 'желтушность', 'кожных', 'покровов', ',', 'похудание', ',', 'дискомфорт', 'в', 'правом', 'верхнем', 'квадранте', 'живота', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",313
820,"['Больна', 'в', 'течение', '5', 'лет', '.']","['O', 'O', 'O', 'O', 'O', 'O']",313
821,"['Лечилась', 'у', 'дерматолога', 'по', 'поводу', 'нейродермита', 'и', 'у', 'гинеколога', 'по', 'поводу', 'климактерической', 'дисфункции', 'яичников', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",313
822,"['При', 'обследовании', '–', 'выявлены', 'субиктеричность', 'склер', ',', 'пигментные', 'пятна', 'и', 'множественные', 'следы', 'расчѐсов', 'на', 'коже', 'туловища', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",313
823,"['В', 'лѐгких', 'дыхание', 'везикулярное', ',', 'хрипов', 'нет', '.']","['O', 'O', 'PHY-START', 'PHY', 'O', 'PHY-START', 'PHY', 'O']",313
824,"['ЧДД', '–', '18', 'в', 'минуту', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",313
825,"['Тоны', 'сердца', 'ясные', ',', 'ритмичные', '.']","['PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'O']",313
826,"['ЧСС', '–', '78', 'ударов', 'в', 'минуту', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",313
827,"['Печень', 'выступает', 'из-под', 'края', 'рѐберной', 'дуги', 'на', '7', 'см', ',', 'край', 'плотный', ',', 'безболезненный', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'O']",313
828,"['Селезѐнка', 'не', 'пальпируется', '.']","['PHY-START', 'PHY', 'PHY', 'O']",313
829,"['В', 'биохимическом', 'анализе', 'крови', ':', 'общий', 'билирубин', '–', '87,5', 'мкмоль', '/', 'л', ',', 'ЩФ', '–', '413', 'Ед', '/', 'л', ',', 'ГГТП', '–', '62', 'Ед', '/', 'л', '.']","['O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",313
830,"['В', 'общем', 'анализе', 'крови', ':', 'СОЭ', '–', '25', 'мм', '\\', 'час', '.']","['O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",313
831,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",313
832,"['Поставьте', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",313
833,"['2', '.', 'Какие', 'исследования', 'необходимы', 'для', 'подтверждения', 'диагноза', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",313
834,"['3', '.', 'Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",313
835,"['4', '.', 'С', 'какими', 'заболеваниями', 'следует', 'провести', 'дифференциальный', 'диагноз', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",313
836,"['5', '.', 'Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",313
