st_pos;end_pos;text;label
6273;6273;. ;_
6274;6276;Очаговых изменений миокарда ;физиологический признак[471]
6277;6277;, ;_
6278;6280;гипертрофии миокарда нет ;физиологический признак[472]
6281;6286;. Рентгенография органов грудной клетки : ;_
6287;6293;очаговая инфильтрация в базальных отделах правого лѐгкого ;патологический признак[473]
6294;6294;, ;_
6295;6298;деформация корня правого лѐгкого ;патологический признак[474]
6299;6376;". СЗ_Лечебное дело ( ч .4 ) – 2017 357 Вопросы : 1 . Предположите наиболее вероятный диагноз . 2 . Обоснуйте поставленный Вами диагноз . 3 . Составьте и обоснуйте план дополнительного обследования пациента . 4 . Какие группы антибиотиков рекомендованы пациенту для стартовой антибактериальной терапии ; проведите стратификацию тяжести заболевания и факторов риска . 5 . Через 3 дня терапии ( Амоксициллином 500 мг 3 раза или Азитромицином 500 мг 1 раз в сутки ) – ";_
6377;6383;температура тела нормализовалась – 36,8 ° С ;физиологический признак[475]
6384;6453;, уменьшилась интоксикация ( снижение слабости , потливости , улучшение аппетита ) , уменьшилась одышка . Какова Ваша дальнейшая лечебная тактика ? Обоснуйте Ваш выбор . СЗ_Лечебное дело ( ч .4 ) – 2017 358 СИТУАЦИОННАЯ ЗАДАЧА 293 [ K000460 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больной Р . 65 лет , пенсионер . При обращении к врачу-терапевту участковому предъявляет жалобы на ;_
6454;6460;повышение температуры тела до 38 ° С ;патологический признак[476]
6461;6461;, ;_
6462;6465;небольшую мокроту слизистого характера ;патологический признак[477]
6466;6466;, ;_
6467;6468;головную боль ;патологический признак[478]
6469;6469;, ;_
6470;6470;одышку ;патологический признак
6471;6471;, ;_
6472;6472;сердцебиение ;патологический признак
6473;6473;и ;_
6474;6476;слабость в конечностях ;патологический признак[479]
6477;6536;". Заболел остро после переохлаждения . Больной страдает ИБС , хронической сердечной недостаточностью ; принимает постоянную терапию ( Периндоприл 2,5 мг 2 раза , Гидрохлортиазид 12,5 мг , Верошпирон 50 мг , Симвастатин 20 мг ) . Контактов с больными туберкулѐзом и инфекционными болезнями не было . В последние несколько лет из Москвы не выезжал . Объективно при осмотре : ";_
6537;6539;кожные покровы бледноватые ;патологический признак[480]
6540;6540;, ;_
6541;6541;влажные ;патологический признак
6542;6542;, ;_
6543;6544;цианоз губ ;патологический признак[481]
6545;6545;. ;_
6546;6550;Температура тела 37,8 ° С ;патологический признак[482]
6551;6551;. ;_
6552;6555;Язык обложен беловатым налѐтом ;патологический признак[483]
6556;6556;. ;_
6557;6560;В лѐгких дыхание ослабленное ;патологический признак[484]
6561;6561;везикулярное ;физиологический признак
6562;6562;, ;_
6563;6572;множественные влажные мелкопузырчатые хрипы выслушиваются в нижнем отделе левого лѐгкого ;патологический признак[485]
6573;6573;. ;_
6574;6580;ЧД в покое до 24 в мин ;патологический признак[486]
6581;6581;. ;_
6582;6584;Тоны сердца приглушены ;патологический признак[487]
6585;6585;, ;_
6586;6586;ритмичные ;физиологический признак
6587;6587;, ;_
6588;6589;единичные экстрасистолы ;патологический признак[488]
6590;6590;. ;_
6591;6596;ЧСС – 90 уд / мин ;патологический признак[489]
6597;6597;, ;_
6598;6604;АД – 110 / 70 мм рт ;физиологический признак[490]
6605;6607;. ст . ;_
6608;6616;Печень на 1 см выступает из-под края рѐберной дуги ;патологический признак[491]
6617;6617;. ;_
6618;6620;Дизурических явлений нет ;физиологический признак[492]
6621;6621;. ;_
6622;6623;Голени пастозны ;патологический признак[493]
6624;6624;. ;_
6625;6633;По другим органам и системам без видимых патологических отклонений ;физиологический признак[494]
6634;6638;. Клинический анализ крови : ;_
6639;6644;гемоглобин – 126 г / л ;физиологический признак[495]
6645;6645;"; ";_
6646;6652;эритроциты – 4,2 × 1012 / л ;физиологический признак[496]
6653;6653;"; ";_
6654;6661;лейкоциты – 10,9 × 10 9 / л ;патологический признак[497]
6662;6662;"; ";_
6663;6665;палочкоядерные – 10% ;патологический признак[498]
6666;6666;, ;_
6667;6669;сегментоядерные – 77% ;патологический признак[499]
6670;6670;"; ";_
6671;6676;СОЭ – 30 мм / час ;патологический признак[500]
6677;6681;. Общий анализ мочи : ;_
6682;6685;относительная плотность – 1012 ;физиологический признак[501]
6686;6686;, ;_
6687;6692;белок – 0,33 г / л ;патологический признак[502]
6693;6693;, ;_
6694;6703;в осадке лейкоциты – 2 – 4 в поле зрения ;физиологический признак[503]
6704;6708;. Биохимический анализ крови : ;_
6709;6714;АЛТ – 38 ед / л ;патологический признак[504]
6715;6715;"; ";_
6716;6720;АСТ – 35ед / л ;физиологический признак[505]
6721;6721;"; ";_
6722;6727;мочевина – 9 ммоль / л ;патологический признак[506]
6728;6728;, ;_
6729;6734;креатинин – 120 мкмоль / л ;патологический признак[507]
6735;6737;. ЭКГ : ;_
6738;6739;Ритм синусовый ;физиологический признак[508]
6740;6740;, ;_
6741;6741;правильный ;физиологический признак
6742;6742;, ;_
6743;6748;ЧСС – 100 уд / мин ;патологический признак[509]
6749;6749;, ;_
6750;6752;единичные наджелудочковые экстрасистолы ;патологический признак[510]
6753;6753;. ;_
6754;6757;Признаки гипертрофии левого желудочка ;патологический признак[511]
6758;6758;. ;_
6759;6762;Очаговых изменений миокарда нет ;физиологический признак[512]
6763;6768;. Рентгенография органов грудной клетки : ;_
6769;6776;усиление лѐгочного рисунка в базальных отделах левого лѐгкого ;патологический признак[513]
6777;6779;. ЭХО-КГ : ;_
6780;6784;Умеренно расширены полости левого желудочка ;патологический признак[514]
6785;6785;, ;_
6786;6790;гипертрофия задней стенки левого желудочка ;патологический признак[515]
6791;6791;, ;_
6792;6795;фракция выброса – 45% ;физиологический признак[516]
6796;6873;. СЗ_Лечебное дело ( ч .4 ) – 2017 359 Вопросы : 1 . Предположите наиболее вероятный диагноз . 2 . Обоснуйте поставленный Вами диагноз . 3 . Составьте и обоснуйте план дополнительного обследования пациента . 4 . Какие группы антибиотиков рекомендованы пациенту для стартовой антибактериальной терапии ? Проведите стратификацию тяжести заболевания и факторов риска . Обоснуйте свой выбор . 5 . Через 3 дня терапии ( Амоксициллин / Клавуланат 625 мг 3 раза в сутки ) – ;_
6874;6879;температура нормализовалась – 36,6 ° С ;физиологический признак[517]
6880;6883;, самочувствие улучшилось ( ;_
6884;6885;одышки нет ;физиологический признак[518]
6886;6937;) . Какова Ваша дальнейшая лечебная тактика ? Обоснуйте Ваш выбор . СЗ_Лечебное дело ( ч .4 ) – 2017 360 СИТУАЦИОННАЯ ЗАДАЧА 294 [ K000461 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больная М . 50 лет обратилась к врачу-терапевту участковому с жалобами на ;_
6938;6938;тошноту ;патологический признак
6939;6939;, ;_
6940;6951;острые ночные и голодные боли в эпигастрии , уменьшающиеся после приѐма пищи ;патологический признак[519]
6952;6952;, ;_
6953;6953;тошноту ;патологический признак
6954;6954;, ;_
6955;6959;рвоту « кофейной гущей » ;патологический признак[520]
6960;6961;, однократно ;_
6962;6966;чѐрный « дегтеобразный » стул ;патологический признак[521]
6967;7006;. Лечится по поводу ревматоидного артрита , длительно ( более 3 месяцев ) принимала Индометацин по 1 таблетке 3 раза в день . Ранее данных жалоб не отмечала , к врачу не обращалась . Объективно : состояние средней тяжести . ;_
7007;7009;Кожные покровы бледные ;патологический признак[522]
7010;7010;. ;_
7011;7012;Пониженного питания ;патологический признак[523]
7013;7013;. ;_
7014;7017;Язык обложен белым налѐтом ;патологический признак[524]
7018;7018;, ;_
7019;7019;влажный ;физиологический признак
7020;7022;. В лѐгких ;_
7023;7024;дыхание везикулярное ;физиологический признак[525]
7025;7025;, ;_
7026;7030;ЧД – 16 в мин ;физиологический признак[526]
7031;7031;. ;_
7032;7034;Тоны сердца ясные ;физиологический признак[527]
7035;7035;, ;_
7036;7036;ритмичные ;физиологический признак
7037;7037;, ;_
7038;7043;ЧСС – 88 уд в мин ;физиологический признак[528]
7044;7044;, ;_
7045;7054;АД – 110 / 70 мм рт . ст . ;физиологический признак[529]
7055;7056;Живот напряжѐнный ;патологический признак[530]
7057;7057;, ;_
7058;7063;резко болезненный локально в зоне Шофара ;патологический признак[531]
7064;7064;. ;_
7065;7068;Симптомы раздражения брюшины отрицательные ;физиологический признак[532]
7069;7069;. ;_
7070;7074;Стул чѐрный « дегтеобразный » ;патологический признак[533]
7075;7075;. ;_
7076;7078;Мочеиспускание не нарушено ;физиологический признак[534]
7079;7083;. Клинический анализ крови : ;_
7084;7089;гемоглобин – 100 г / л ;патологический признак[535]
7090;7090;"; ";_
7091;7097;эритроциты – 3,0 × 1012 / л ;патологический признак[536]
7098;7098;"; ";_
7099;7105;лейкоциты 8,4 × 10 9 / л ;физиологический признак[537]
7106;7106;"; ";_
7107;7109;палочкоядерные – 4% ;патологический признак[538]
7110;7110;"; ";_
7111;7113;сегментоядерные – 61% ;физиологический признак[539]
7114;7114;"; ";_
7115;7117;эозинофилы – 1% ;физиологический признак[540]
7118;7118;"; ";_
7119;7121;лимфоциты – 30% ;физиологический признак[541]
7122;7122;"; ";_
7123;7125;моноциты – 4% ;физиологический признак[542]
7126;7126;"; ";_
7127;7132;СОЭ – 20 мм / час ;патологический признак[543]
7133;7293;. Вопросы : 1 . Предположите наиболее вероятный диагноз . 2 . Обоснуйте поставленный Вами диагноз . 3 . Составьте и обоснуйте план дополнительного обследования пациента . 4 . Какой группы противоязвенных препаратов Вы бы рекомендовали пациенту в стартовой терапии ? Обоснуйте свой выбор . 5 . Через 2 недели терапии Эзомепразолом выявлены признаки рубцевания язвы . Какова Ваша дальнейшая лечебная тактика ? Обоснуйте Ваш выбор . СЗ_Лечебное дело ( ч .4 ) – 2017 361 СИТУАЦИОННАЯ ЗАДАЧА 295 [ K001993 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Вызов врача-терапевта участкового на дом . Больной М 66 лет . Диагноз « ИБС , стенокардия напряжения ФК III . Постинфарктный кардиосклероз ( инфаркт миокарда в 2013 году ) , коронаросклероз ( коронарография в 2013 г . , 2014 г . ) . Постоянная форма фибрилляции предсердий . Гипертоническая болезнь III ст . Риск ССО4 . ХСН II Б , ФК III » . Жалобы на ;_
7294;7301;одышку при обычной физической нагрузке и в покое ;патологический признак[544]
7302;7302;, ;_
7303;7310;кашель , преимущественно в горизонтальном положении и ночью ;патологический признак[545]
7311;7311;, ;_
7312;7314;отѐки нижних конечностей ;патологический признак[546]
7315;7316;. При ;_
7317;7323;осмотре АД 120 / 70 мм рт.ст ;физиологический признак[547]
7324;7325;. , ;_
7326;7331;PS – 60 уд / мин ;физиологический признак[548]
7332;7336;, при аускультации лѐгких отмечаются ;_
7337;7341;влажные хрипы с обеих сторон ;патологический признак[549]
7342;7342;, ;_
7343;7346;отѐки стоп и голеней ;патологический признак[550]
7347;7349;. ЭКГ : ;_
7350;7351;фибрилляция предсердий ;патологический признак[551]
7352;7352;, ;_
7353;7358;ЧСС – 65 уд / мин ;физиологический признак[552]
7359;7359;, ;_
7360;7362;отклонение ЭОС влево ;патологический признак[553]
7363;7363;, ;_
7364;7374;признаки рубцовых изменений левого желудочка ( инфаркт миокарда в анамнезе ) ;патологический признак[554]
7375;7377;. ЭХО-КГ : ;_
7378;7388;Общая сократимость миокарда левого желудочка снижена ( ФВ = 30% ) ;патологический признак[555]
7389;7392;. Биохимия крови : ;_
7393;7398;АСАТ – 45 ед / л ;патологический признак[556]
7399;7399;, ;_
7400;7405;АЛАТ – 39 ед / л ;физиологический признак[557]
7406;7406;, ;_
7407;7412;креатинин – 98 мкмоль / л ;физиологический признак[558]
7413;7413;, ;_
7414;7419;ОХС – 4,5 ммоль / л ;физиологический признак[559]
7420;7420;, ;_
7421;7426;ТГ – 1,4 ммоль / л ;физиологический признак[560]
7427;7427;, ;_
7428;7433;ЛВП – 1,0 ммоль / л ;физиологический признак[561]
7434;7434;, ;_
7435;7440;глюкоза – 4,5 ммоль / л ;физиологический признак[562]
7441;7441;, ;_
7442;7448;К + – 4,0 ммоль / л ;патологический признак[563]
7449;7643;". На момент осмотра пациент получает : - Верошпирон 25 мг 1 раз в день ; - Бисопролол 5 мг 1 раз в сутки ; - Аторвастатин 40 мг вечером ; - Дигоксин 0,125 мг 1 раз в день ; - Варфарин 5 мг 1 раза в день . Больной госпитализирован . Вопросы : 1 . Оцените адекватность выбранной диуретической терапии тяжести состояния пациента . 2 . Назовите критерии эффективности диуретической терапии для данного пациента . 3 . Укажите комбинацию лекарственных препаратов , сочетание которых усиливает риск брадикардии и АВ-блокады . Перечислите методы контроля безопасности фармакотерапии . 4 . Укажите лабораторный показатель и его целевое значение для оценки эффективности и безопасности назначения Варфарина . 5 . Изменение каких лабораторных показателей и во сколько раз может свидетельствовать о развитии побочных эффектов на фоне приѐма статинов ? СЗ_Лечебное дело ( ч .4 ) – 2017 362 СИТУАЦИОННАЯ ЗАДАЧА 296 [ K001994 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больной Л . 37 лет находится в стационаре , диагноз « Внебольничная пневмония с локализацией в нижней доле правого легкого , средне-тяжѐлое течение , ДН I » . Заболел остро 4.03 : ";_
7644;7645;появился озноб ;патологический признак[564]
7646;7646;, ;_
7647;7653;повышение температуры тела до 38,8 ° С ;патологический признак[565]
7654;7662;. В течение последующих 3 дней появились жалобы на ;_
7663;7664;сухой кашель ;патологический признак[566]
7665;7665;, ;_
7666;7673;боли и тяжесть в правой половине грудной клетки ;патологический признак[567]
7674;7674;, ;_
7675;7682;температура в пределах 38 – 38,7 ° С ;патологический признак[568]
7683;7710;. Самостоятельно принимал противовирусные препараты ( Арбидол , Ингавирин ) , жаропонижающие средства , врача-терапевта участкового на дом не вызывал . В связи с отсутствием улучшения состояния , ;_
7711;7712;сохранением кашля ;патологический признак[569]
7713;7713;, ;_
7714;7717;болей в грудной клетке ;патологический признак[570]
7718;7718;и ;_
7719;7721;повышения температуры тела ;патологический признак[571]
7722;7740;7.03 , вызвал скорую помощь и был госпитализирован в терапевтическое отделение . Рентгенография лѐгких ( 7.03 . ) : ;_
7741;7746;признаки пневмонии нижней доли правого лѐгкого ;патологический признак[572]
7747;7754;. Общий анализ крови ( 7.03 ) : ;_
7755;7760;Нb – 145 г / л ;физиологический признак[573]
7761;7761;, ;_
7762;7769;лейкоциты – 18 × 10 9 / л ;патологический признак[574]
7770;7770;, ;_
7771;7777;эритроциты – 4,5 × 1012 / л ;физиологический признак[575]
7778;7778;, ;_
7779;7786;тромбоциты – 240 × 10 9 / л ;физиологический признак[576]
7787;7787;, ;_
7788;7790;палочкоядерные – 12% ;патологический признак[577]
7791;7791;, ;_
7792;7794;лимфациты – 20% ;физиологический признак[578]
7795;7795;, ;_
7796;7798;нейтрофилы – 74% ;физиологический признак[579]
7799;7799;, ;_
7800;7802;эозинофилы – 1% ;физиологический признак[580]
7803;7803;, ;_
7804;7806;моноциты – 3% ;физиологический признак[581]
7807;7807;, ;_
7808;7813;СОЭ – 25 мм / ч ;патологический признак[582]
7814;7930;. СЗ_Лечебное дело ( ч .4 ) – 2017 363 Вопросы : 1 . Оцените рациональность стартовой эмпирической антимикробной терапии с учѐтом спектра действия препарата . 2 . Оцените рациональность проведѐнной смены антибактериального препарата с учѐтом спектра действия препарата и наиболее частых возбудителей внебольничной пневмонии . 3 . Предложите методы и время контроля эффективности антибактериальной терапии . 4 . Сочетание каких из назначенных препаратов повышает риск развития нефротоксического побочного действия ( ответ обоснуйте ) . 5 . Предложите рекомендации по оптимизации антибактериальной терапии . СЗ_Лечебное дело ( ч .4 ) – 2017 364 СИТУАЦИОННАЯ ЗАДАЧА 297 [ K002692 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Девушка 20 лет жалуется на ;_
7931;7934;неприятные ощущения в глотке ;патологический признак[583]
7935;7935;: ;_
7936;7936;першение ;патологический признак
7937;7937;, ;_
7938;7938;жжение ;патологический признак
7939;7955;. Данные симптомы появились после того , как накануне она съела большое количество мороженого . Объективно : ;_
7956;7967;определяется яркая гиперемия слизистой оболочки задней стенки глотки и умеренная еѐ инфильтрация ;патологический признак[584]
7968;7968;. ;_
7969;7973;Другие ЛОР-органы без патологических изменений ;физиологический признак[585]
7974;7978;. Клинический анализ крови : ;_
7979;7986;лейкоциты – 10,8 × 10 9 / л ;патологический признак[586]
7987;7988;. , ;_
7989;7994;СОЭ – 16 мм / час ;патологический признак[587]
7995;7995;"; ";_
7996;7998;нейтрофилы – 65,2% ;физиологический признак[588]
7999;7999;, ;_
8000;8002;лимфоциты – 21,3% ;физиологический признак[589]
8003;8003;, ;_
8004;8006;эозинофилы – 3,1% ;физиологический признак[590]
8007;8007;, ;_
8008;8010;моноциты – 10% ;патологический признак[591]
8011;8011;, ;_
8012;8014;базофилы – 0,4% ;физиологический признак[592]
8015;8113;. Больная требует оформление больничного листа . Вопросы : 1 . Предположите наиболее вероятный диагноз . 2 . Обоснуйте поставленный Вами диагноз . 3 . Составьте план и обоснуйте план лечения пациента ( укажите препараты выбора , диета ) . 4 . Назовите основных возбудителей и факторы , способствующие развитию данного заболевания . 5 . Оцените трудоспособность пациентки . Необходимо ли выдать лист временной нетрудоспособности ? СЗ_Лечебное дело ( ч .4 ) – 2017 365 СИТУАЦИОННАЯ ЗАДАЧА 298 [ K002693 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Мужчина 25 лет жалуется на ;_
8114;8120;боль в горле , усиливающуюся при глотании ;патологический признак[593]
8121;8121;, ;_
8122;8128;повышение температуры тела до 37,5 ° С ;патологический признак[594]
8129;8129;, ;_
8130;8131;общее недомогание ;патологический признак[595]
8132;8144;. Связывает данное состояние с недавним переохлаждением . Объективно : состояние удовлетворительное . ;_
8145;8147;Кожные покровы влажные ;патологический признак[596]
8148;8148;, ;_
8149;8149;чистые ;патологический признак
8150;8150;. ;_
8151;8161;В зеве определяется яркая гиперемия слизистой оболочки нѐбных дужек и миндалин ;патологический признак[597]
8162;8162;. ;_
8163;8169;Миндалины разрыхлены и выступают за края дужек ;патологический признак[598]
8170;8170;. ;_
8171;8177;Гиперемия распространяется и на заднюю стенку глотки ;патологический признак[599]
8178;8182;. Клинический анализ крови : ;_
8183;8190;лейкоциты – 10,8 × 10 9 / л ;патологический признак[600]
8191;8192;. , ;_
8193;8198;СОЭ – 17 мм / час ;патологический признак[601]
8199;8202;"; лейкоцитарная формула : ";_
8203;8205;нейтрофилы – 65,2% ;физиологический признак[602]
8206;8206;, ;_
8207;8209;лимфоциты – 21,3% ;физиологический признак[603]
8210;8210;, ;_
8211;8214;эозинофилы – 3,1 % ;физиологический признак[604]
8215;8215;, ;_
8216;8218;моноциты – 10% ;патологический признак[605]
8219;8219;, ;_
8220;8222;базофилы – 0,4% ;физиологический признак[606]
8223;8300;. Вопросы : 1 . Предположите наиболее вероятный диагноз . 2 . Обоснуйте поставленный Вами диагноз . 3 . Составьте и обоснуйте план лечения пациента . 4 . Меры санитарно-гигиенических и профилактических мероприятий при данном заболевании . 5 . Указать основного возбудителя заболевания . СЗ_Лечебное дело ( ч .4 ) – 2017 366 СИТУАЦИОННАЯ ЗАДАЧА 299 [ K002694 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больной 24 лет жалуется на сильные ;_
8301;8302;головные боли ;патологический признак[607]
8303;8303;, ;_
8304;8311;боли при глотании , иррадиирующие в оба уха ;патологический признак[608]
8312;8312;, ;_
8313;8318;боли в суставах конечностей и пояснице ;патологический признак[609]
8319;8326;. Заболел остро , 2 дня назад . ;_
8327;8334;Температура тела достигает 39 – 40 ° С ;патологический признак[610]
8335;8337;. Объективно : ;_
8338;8341;регионарные шейные лимфоузлы увеличены ;патологический признак[611]
8342;8342;, ;_
8343;8345;болезненны при пальпации ;патологический признак[612]
8346;8346;. ;_
8347;8349;Рот открывает свободно ;физиологический признак[613]
8350;8350;, ;_
8351;8354;язык обложен сероватым налѐтом ;патологический признак[614]
8355;8355;, ;_
8356;8360;нѐбные миндалины увеличены в объѐме ;патологический признак[615]
8361;8361;, ;_
8362;8362;гиперемированы ;патологический признак
8363;8363;, ;_
8364;8369;на слизистой миндалин видны желтовато-белые точки ;патологический признак[616]
8370;8374;. Клинический анализ крови : ;_
8375;8382;лейкоциты – 14,6 × 10 9 / л ;патологический признак[617]
8383;8384;. , ;_
8385;8390;СОЭ – 66 мм / час ;патологический признак[618]
8391;8394;"; лейкоцитарная формула : ";_
8395;8397;палочкоядерные – 9% ;патологический признак[619]
8398;8398;, ;_
8399;8401;сегментоядерные – 65,2% ;физиологический признак[620]
8402;8402;, ;_
8403;8405;лимфоциты – 12,3% ;патологический признак[621]
8406;8406;, ;_
8407;8409;эозинофилы – 3,1% ;физиологический признак[622]
8410;8410;, ;_
8411;8413;моноциты – 10% ;патологический признак[623]
8414;8414;, ;_
8415;8417;базофилы – 0,4% ;физиологический признак[624]
8418;8511;. Вопросы : 1 . Предположите наиболее вероятный диагноз . 2 . Обоснуйте поставленный Вами диагноз . 3 . Какие методы диагностики необходимо провести ? 4 . Возможные осложнения со стороны внутренних органов ( местные и общие ) при повторении подобных состояний . 5 . Указать рекомендованный срок постельного режима и временной нетрудоспособности при данном заболевании . СЗ_Лечебное дело ( ч .4 ) – 2017 367 СИТУАЦИОННАЯ ЗАДАЧА 300 [ K003189 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Мужчина 29 лет обратился в поликлинику с жалобами на ;_
8512;8528;периодические боли в эпигастральной области ноющего характера , возникающие через 1,5 - 2 часа после приѐма пищи ;патологический признак[625]
8529;8529;, ;_
8530;8533;« ночные боли » ;патологический признак[626]
8534;8536;, иногда – ;_
8537;8537;изжогу ;патологический признак
8538;8538;, ;_
8539;8539;тошноту ;патологический признак
8540;8540;, ;_
8541;8541;запоры ;патологический признак
8542;8556;. Данные боли беспокоят в течение 2 лет , но в последнее время участились . ;_
8557;8568;Боль снимается приѐмом антацидных препаратов ( Маалокс ) и небольшого количества пищи ;патологический признак[627]
8569;8589;. Не обследовался . Работает водителем автобуса , режим питания не соблюдает . При осмотре : состояние удовлетворительное . В лѐгких ;_
8590;8591;дыхание везикулярное ;физиологический признак[628]
8592;8592;, ;_
8593;8594;хрипов нет ;физиологический признак[629]
8595;8595;. ;_
8596;8600;ЧДД – 19 в мин ;физиологический признак[630]
8601;8601;. ;_
8602;8604;Тоны сердца ясные ;физиологический признак[631]
8605;8605;, ;_
8606;8606;ритмичные ;физиологический признак
8607;8607;. ;_
8608;8613;ЧСС – 60 уд / мин ;физиологический признак[632]
8614;8614;. ;_
8615;8616;Язык влажный ;физиологический признак[633]
8617;8617;, ;_
8618;8620;обложен белым налѐтом ;патологический признак[634]
8621;8621;. ;_
8622;8625;Живот при пальпации мягкий ;физиологический признак[635]
8626;8626;, ;_
8627;8630;болезненный в эпигастральной области ;патологический признак[636]
8631;8631;. ;_
8632;8633;Симптомы Ортнера ;физиологический признак[637]
8634;8634;, ;_
8635;8636;Василенко отрицательные ;физиологический признак[638]
8637;8637;. ;_
8638;8647;Размеры печени по Курлову 9 × 8 × 7 см ;физиологический признак[639]
8648;8648;. ;_
8649;8651;Селезѐнка не пальпируется ;физиологический признак[640]
8652;8652;. ;_
8653;8654;Отѐков нет ;физиологический признак[641]
8655;8741;. Вопросы : 1 . Каков наиболее вероятный диагноз ? 2 . Какие методы исследования необходимы в данном случае ? 3 . Какое лечение следует назначить данному больному ? 4 . С какими заболеваниями следует провести дифференциальный диагноз ? 5 . Какие симптомы являются обязательными для данного заболевания ? СЗ_Лечебное дело ( ч .4 ) – 2017 368 СИТУАЦИОННАЯ ЗАДАЧА 301 [ K003194 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больная 19 лет обратилась к врачу-терапевту участковому с жалобами на ;_
8742;8746;учащѐнное болезненное мочеиспускание малыми порциями ;патологический признак[642]
8747;8747;, ;_
8748;8756;неинтенсивную ноющего характера боль в правой половине поясничной области ;патологический признак[643]
8757;8757;, ;_
8758;8763;повышение температуры тела до субфебрильных цифр ;патологический признак[644]
8764;8781;. В детстве часто болела простудными заболеваниями . Месяц тому назад вышла замуж . При обследовании в лѐгких ;_
8782;8783;дыхание везикулярное ;физиологический признак[645]
8784;8784;, ;_
8785;8786;хрипов нет ;физиологический признак[646]
8787;8787;, ;_
8788;8792;ЧДД – 18 в мин ;физиологический признак[647]
8793;8794;. , ;_
8795;8800;ЧСС – 80 уд / мин ;физиологический признак[648]
8801;8801;. ;_
8802;8804;Тоны сердца ясные ;физиологический признак[649]
8805;8805;, ;_
8806;8806;ритмичные ;физиологический признак
8807;8807;. ;_
8808;8816;АД 110 / 70 мм рт . ст . ;физиологический признак[650]
8817;8821;Симптом поколачивания справа слабо положительный ;патологический признак[651]
8822;8825;. Анализ крови : ;_
8826;8831;Нв – 110 г / л ;патологический признак[652]
8832;8832;, ;_
8833;8840;лейкоциты – 10,2 × 10 9 / л ;патологический признак[653]
8841;8841;, ;_
8842;8847;СОЭ – 28 мм / ч ;патологический признак[654]
8848;8852;. Общий анализ мочи : ;_
8853;8859;относительная плотность – 1,012 г / л ;физиологический признак[655]
8860;8860;, ;_
8861;8866;белок – 0,066 г / л ;физиологический признак[656]
8867;8867;, ;_
8868;8875;эритроциты – 0 – 1 в поле зрения ;физиологический признак[657]
8876;8876;, ;_
8877;8884;лейкоциты – 12 – 15 в поле зрения ;патологический признак[658]
8885;8885;. ;_
8886;8893;Креатинин сыворотки крови – 92 мкмоль / л ;физиологический признак[659]
8894;8894;. ;_
8895;8909;При бактериологическом исследовании мочи выделена E . coli в концентрации 100000 микроорганизмов в 1 мл ;патологический признак[660]
8910;8998;. Вопросы : 1 . Поставьте наиболее вероятный диагноз . 2 . Какие методы исследования необходимы в данном случае ? 3 . Какое лечение следует назначить данному больному ? 4 . С какими заболеваниями следует провести дифференциальный диагноз ? 5 . Какие симптомы являются обязательными для данного заболевания ? СЗ_Лечебное дело ( ч .4 ) – 2017 369 СИТУАЦИОННАЯ ЗАДАЧА 302 [ K003197 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больной М . 60 лет обратился к врачу-терапевту участковому с жалобами на ;_
8999;9003;лихорадку до 38 ° С ;патологический признак[661]
9004;9004;, ;_
9005;9006;ночное потоотделение ;патологический признак[662]
9007;9007;, ;_
9008;9010;потерю в весе ;патологический признак[663]
9011;9011;, ;_
9012;9016;кожный зуд в области шеи ;патологический признак[664]
9017;9017;, ;_
9018;9018;паха ;патологический признак
9019;9028;. Болен в течение трѐх месяцев . При осмотре : ;_
